User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned,Cluster
3912,Male,57,Moderate,Rural,117,72,366,1
3913,Female,45,Sedentary,Urban,97,70,442,1
3914,Female,30,Sedentary,Suburban,59,53,267,0
3915,Female,46,Active,Suburban,180,112,788,2
3916,Female,37,Sedentary,Urban,64,39,179,0
3917,Female,34,Active,Urban,156,123,349,1
3918,Female,52,Moderate,Urban,139,83,646,1
3919,Male,56,Sedentary,Urban,54,38,184,0
3920,Female,54,Active,Urban,152,132,680,2
3921,Male,40,Active,Rural,168,113,683,2
3922,Male,35,Active,Suburban,164,99,571,2
3923,Male,53,Active,Rural,156,137,773,2
3924,Male,37,Moderate,Urban,123,112,308,1
3925,Female,24,Sedentary,Rural,73,46,268,0
3926,Female,53,Active,Suburban,188,136,607,2
3927,Male,59,Sedentary,Urban,59,52,224,0
3928,Female,18,Sedentary,Urban,82,60,269,0
3929,Male,54,Moderate,Suburban,138,96,503,1
3930,Male,52,Sedentary,Rural,79,44,219,0
3931,Male,58,Moderate,Suburban,100,53,338,0
3932,Male,20,Moderate,Suburban,137,126,438,1
3933,Female,52,Active,Rural,161,108,419,1
3934,Male,46,Moderate,Rural,117,111,370,1
3935,Female,26,Active,Urban,195,172,582,2
3936,Male,54,Moderate,Urban,106,91,253,1
3937,Female,59,Moderate,Urban,133,93,483,1
3938,Female,42,Sedentary,Suburban,85,81,351,0
3939,Female,29,Active,Rural,163,125,548,2
3940,Male,55,Sedentary,Rural,65,42,295,0
3941,Male,24,Moderate,Urban,111,96,358,1
3942,Female,24,Active,Suburban,171,122,572,2
3943,Female,21,Moderate,Suburban,134,96,388,1
3944,Male,48,Moderate,Rural,125,69,303,1
3945,Female,56,Sedentary,Rural,81,61,297,0
3946,Female,27,Active,Rural,194,162,657,2
3947,Female,40,Active,Rural,154,89,650,2
3948,Male,43,Active,Suburban,162,104,358,1
3949,Male,40,Moderate,Urban,113,59,299,0
3950,Male,46,Active,Rural,187,130,663,2
3951,Male,25,Moderate,Rural,133,84,524,1
3952,Male,36,Moderate,Rural,135,70,647,1
3953,Male,46,Moderate,Suburban,125,72,380,1
3954,Female,23,Active,Urban,198,107,665,2
3955,Female,46,Sedentary,Suburban,52,27,189,0
3956,Female,41,Moderate,Urban,128,96,355,1
3957,Female,27,Sedentary,Suburban,59,43,170,0
3958,Female,31,Active,Rural,193,133,534,2
3959,Female,23,Active,Rural,180,124,810,2
3960,Male,21,Active,Urban,168,105,355,1
3961,Female,32,Active,Suburban,185,174,735,2
3962,Female,54,Active,Urban,153,83,612,1
3963,Male,56,Sedentary,Suburban,75,37,303,0
3964,Male,45,Active,Rural,196,140,784,2
3965,Female,19,Active,Urban,184,173,879,2
3966,Female,30,Active,Urban,168,131,671,2
3967,Female,19,Active,Rural,177,90,499,1
3968,Male,58,Active,Rural,162,107,567,2
3969,Male,49,Moderate,Rural,139,107,591,1
3970,Male,22,Moderate,Rural,123,89,364,1
3971,Male,20,Sedentary,Rural,71,60,353,0
3972,Female,19,Active,Rural,173,161,811,2
3973,Female,31,Sedentary,Suburban,96,59,357,0
3974,Female,57,Sedentary,Suburban,81,62,165,0
3975,Male,46,Active,Urban,161,160,790,2
3976,Male,55,Active,Suburban,186,185,505,2
3977,Female,23,Moderate,Urban,146,100,427,1
3978,Female,51,Active,Suburban,180,109,756,2
3979,Female,25,Moderate,Suburban,114,108,545,1
3980,Male,19,Sedentary,Rural,62,45,243,0
3981,Female,43,Sedentary,Suburban,69,61,155,0
3982,Male,34,Moderate,Suburban,106,73,252,0
3983,Female,41,Moderate,Suburban,138,78,306,1
3984,Female,48,Active,Rural,191,171,834,2
3985,Male,33,Moderate,Rural,139,106,320,1
3986,Male,38,Moderate,Suburban,135,68,403,1
3987,Male,55,Active,Urban,162,109,529,2
3988,Female,43,Sedentary,Suburban,79,63,325,0
3989,Male,34,Moderate,Rural,134,103,641,1
3990,Female,59,Active,Rural,156,127,713,2
3991,Male,21,Active,Urban,157,148,669,2
3992,Female,21,Moderate,Rural,140,117,522,1
3993,Male,36,Sedentary,Rural,59,54,221,0
3994,Male,55,Active,Suburban,178,104,764,2
3995,Female,42,Moderate,Urban,128,71,611,1
3996,Male,25,Sedentary,Rural,76,50,305,0
3997,Female,35,Moderate,Rural,141,94,373,1
3998,Female,35,Active,Suburban,158,104,775,2
3999,Female,24,Active,Suburban,175,133,691,2
4000,Male,34,Active,Suburban,150,138,695,2
4001,Female,20,Moderate,Suburban,123,90,259,1
4002,Male,39,Active,Urban,172,87,474,1
4003,Male,32,Moderate,Suburban,105,70,358,1
4004,Female,48,Sedentary,Urban,94,66,336,0
4005,Male,53,Sedentary,Rural,89,47,301,0
4006,Female,43,Sedentary,Rural,56,34,144,0
4007,Female,31,Sedentary,Suburban,75,53,349,0
4008,Female,34,Active,Suburban,175,165,350,2
4009,Female,26,Active,Suburban,188,130,617,2
4010,Female,24,Moderate,Rural,105,88,231,0
4011,Female,44,Sedentary,Rural,60,55,191,0
4012,Male,45,Sedentary,Rural,58,41,246,0
4013,Male,29,Moderate,Urban,102,57,398,0
4014,Male,34,Moderate,Rural,110,100,277,1
4015,Male,26,Moderate,Suburban,127,115,540,1
4016,Male,25,Moderate,Urban,108,80,419,1
4017,Female,44,Sedentary,Urban,57,39,199,0
4018,Male,59,Active,Urban,167,131,344,1
4019,Female,29,Sedentary,Rural,51,47,154,0
4020,Male,54,Moderate,Rural,125,112,455,1
4021,Male,37,Active,Rural,177,93,365,1
4022,Female,18,Sedentary,Rural,83,46,292,0
4023,Male,26,Moderate,Suburban,136,104,279,1
4024,Male,41,Active,Urban,186,138,658,2
4025,Male,51,Active,Urban,183,101,785,2
4026,Female,53,Moderate,Urban,103,67,455,1
4027,Male,21,Active,Urban,165,111,368,1
4028,Female,46,Sedentary,Urban,93,50,222,0
4029,Male,40,Sedentary,Suburban,92,71,439,1
4030,Female,52,Sedentary,Suburban,77,56,302,0
4031,Male,33,Active,Urban,177,106,748,2
4032,Female,25,Active,Urban,168,152,465,2
4033,Female,44,Moderate,Rural,124,112,337,1
4034,Male,56,Moderate,Urban,129,80,598,1
4035,Male,29,Active,Suburban,169,101,448,1
4036,Male,21,Sedentary,Rural,65,59,205,0
4037,Female,42,Active,Suburban,189,99,465,2
4038,Male,23,Sedentary,Rural,99,91,367,1
4039,Female,20,Moderate,Rural,118,105,475,1
4040,Male,56,Active,Urban,177,116,873,2
4041,Male,41,Active,Suburban,154,119,405,1
4042,Female,38,Active,Suburban,199,183,401,2
4043,Male,23,Sedentary,Urban,93,81,426,1
4044,Male,50,Moderate,Rural,122,79,609,1
4045,Male,25,Sedentary,Rural,64,57,141,0
4046,Female,50,Moderate,Suburban,147,144,494,2
4047,Female,20,Sedentary,Urban,89,54,259,0
4048,Female,19,Moderate,Urban,131,100,626,1
4049,Female,55,Sedentary,Suburban,70,61,251,0
4050,Male,57,Active,Rural,191,179,623,2
4051,Male,56,Sedentary,Rural,83,45,257,0
4052,Male,56,Active,Urban,159,90,486,1
4053,Female,41,Active,Rural,152,140,404,1
4054,Male,38,Active,Rural,189,158,838,2
4055,Female,35,Sedentary,Rural,87,57,389,0
4056,Male,52,Active,Suburban,157,144,776,2
4057,Female,28,Sedentary,Urban,85,82,212,0
4058,Female,28,Moderate,Suburban,113,82,511,1
4059,Male,20,Sedentary,Suburban,90,88,216,0
4060,Female,40,Sedentary,Rural,55,45,233,0
4061,Female,18,Sedentary,Urban,86,43,388,0
4062,Male,40,Moderate,Rural,109,99,243,1
4063,Female,39,Moderate,Urban,122,77,563,1
4064,Female,59,Moderate,Rural,129,90,581,1
4065,Male,47,Active,Urban,167,165,561,2
4066,Female,19,Sedentary,Urban,93,91,461,1
4067,Female,34,Sedentary,Rural,60,56,144,0
4068,Female,58,Active,Rural,168,148,528,2
4069,Male,37,Active,Suburban,152,133,343,1
4070,Male,26,Sedentary,Suburban,81,75,332,0
4071,Male,28,Active,Urban,157,139,561,2
4072,Male,34,Active,Rural,183,98,902,2
4073,Female,31,Moderate,Rural,125,88,503,1
4074,Male,35,Active,Suburban,168,124,415,1
4075,Male,35,Active,Rural,157,140,769,2
4076,Male,25,Sedentary,Urban,60,36,217,0
4077,Male,46,Active,Urban,170,153,645,2
4078,Female,25,Active,Urban,192,112,901,2
4079,Female,43,Active,Suburban,194,167,725,2
4080,Male,45,Moderate,Urban,137,130,401,1
4081,Female,25,Sedentary,Suburban,61,53,271,0
4082,Male,37,Moderate,Suburban,102,69,398,1
4083,Male,25,Active,Urban,172,90,732,2
4084,Female,31,Sedentary,Suburban,78,62,258,0
4085,Female,30,Sedentary,Suburban,70,66,272,0
4086,Female,57,Active,Urban,167,117,691,2
4087,Female,34,Moderate,Urban,115,91,471,1
4088,Female,43,Active,Suburban,173,90,733,2
4089,Female,23,Moderate,Suburban,132,87,450,1
4090,Male,34,Active,Rural,160,148,457,2
4091,Female,21,Sedentary,Urban,52,40,226,0
4092,Male,42,Sedentary,Rural,95,83,462,1
4093,Male,24,Moderate,Suburban,119,109,399,1
4094,Male,34,Active,Rural,180,123,720,2
4095,Male,39,Moderate,Suburban,136,103,440,1
4096,Male,45,Sedentary,Rural,59,45,147,0
4097,Female,23,Sedentary,Suburban,57,50,132,0
4098,Female,47,Moderate,Suburban,136,126,634,2
4099,Male,27,Moderate,Suburban,135,134,629,2
4100,Male,56,Moderate,Urban,126,75,295,1
4101,Female,31,Moderate,Suburban,133,98,631,1
4102,Male,59,Moderate,Urban,125,81,312,1
4103,Female,39,Active,Suburban,157,146,603,2
4104,Female,58,Moderate,Rural,146,99,711,2
4105,Female,43,Moderate,Suburban,103,92,258,1
4106,Male,27,Sedentary,Suburban,99,55,490,1
4107,Male,19,Sedentary,Rural,85,65,248,0
4108,Male,20,Active,Suburban,199,168,807,2
4109,Male,59,Moderate,Suburban,125,117,274,1
4110,Male,28,Moderate,Suburban,132,102,429,1
4111,Male,27,Sedentary,Rural,79,65,170,0
4112,Male,29,Sedentary,Suburban,72,38,230,0
4113,Male,31,Sedentary,Urban,84,65,350,0
4114,Female,47,Moderate,Urban,136,79,581,1
4115,Male,58,Moderate,Urban,119,76,244,1
4116,Female,30,Active,Urban,175,162,831,2
4117,Female,47,Sedentary,Rural,97,79,287,0
4118,Female,55,Sedentary,Suburban,51,46,109,0
4119,Male,28,Sedentary,Urban,82,70,226,0
4120,Male,18,Sedentary,Suburban,94,88,392,1
4121,Male,44,Sedentary,Suburban,73,68,214,0
4122,Female,56,Moderate,Rural,147,142,297,1
4123,Male,54,Moderate,Suburban,141,127,507,1
4124,Male,26,Sedentary,Urban,78,59,309,0
4125,Female,43,Sedentary,Urban,81,61,202,0
4126,Male,42,Moderate,Rural,113,89,397,1
4127,Female,34,Moderate,Urban,100,81,359,1
4128,Female,23,Active,Urban,173,129,677,2
4129,Female,32,Moderate,Rural,119,95,577,1
4130,Male,20,Active,Rural,151,88,702,2
4131,Female,48,Sedentary,Urban,73,65,160,0
4132,Female,45,Sedentary,Rural,98,82,312,0
4133,Male,26,Sedentary,Rural,57,37,116,0
4134,Female,35,Moderate,Urban,110,81,490,1
4135,Male,57,Moderate,Urban,131,75,648,1
4136,Male,49,Sedentary,Rural,75,43,241,0
4137,Female,36,Sedentary,Suburban,88,47,205,0
4138,Male,22,Active,Suburban,187,143,835,2
4139,Male,23,Moderate,Urban,135,126,320,1
4140,Male,29,Moderate,Urban,111,103,236,1
4141,Male,59,Active,Suburban,158,106,724,2
4142,Female,34,Sedentary,Rural,65,49,293,0
4143,Male,56,Sedentary,Suburban,53,46,196,0
4144,Male,24,Moderate,Suburban,100,54,437,0
4145,Male,28,Moderate,Urban,109,103,430,1
4146,Male,51,Sedentary,Rural,59,54,261,0
4147,Female,19,Active,Suburban,187,159,393,2
4148,Female,31,Active,Rural,196,166,845,2
4149,Male,35,Active,Urban,174,140,359,2
4150,Female,26,Moderate,Suburban,100,91,332,1
4151,Male,56,Active,Urban,164,85,602,1
4152,Female,21,Moderate,Suburban,116,112,548,1
4153,Male,31,Moderate,Rural,107,89,365,1
4154,Male,28,Sedentary,Urban,53,49,252,0
4155,Female,47,Sedentary,Rural,73,56,226,0
4156,Female,57,Active,Suburban,157,96,772,2
4157,Female,44,Active,Urban,195,146,540,2
4158,Female,46,Moderate,Rural,136,95,475,1
4159,Female,49,Sedentary,Rural,65,47,200,0
4160,Male,47,Sedentary,Suburban,70,55,308,0
4161,Male,43,Moderate,Urban,134,67,473,1
4162,Male,47,Active,Rural,169,165,788,2
4163,Male,27,Active,Urban,176,157,608,2
4164,Female,29,Moderate,Urban,120,94,331,1
4165,Female,50,Sedentary,Urban,67,53,213,0
4166,Male,51,Moderate,Urban,125,100,592,1
4167,Male,35,Moderate,Suburban,101,52,447,0
4168,Female,56,Active,Rural,182,178,642,2
4169,Female,33,Sedentary,Urban,55,47,114,0
4170,Female,21,Active,Rural,162,157,406,2
4171,Female,27,Active,Rural,158,81,760,2
4172,Female,45,Sedentary,Rural,80,78,172,0
4173,Male,58,Active,Suburban,190,105,420,1
4174,Male,35,Moderate,Urban,110,100,394,1
4175,Male,26,Moderate,Urban,148,138,586,2
4176,Male,39,Sedentary,Rural,84,44,299,0
4177,Female,27,Moderate,Rural,123,90,597,1
4178,Male,57,Moderate,Suburban,148,109,500,1
4179,Male,40,Moderate,Suburban,138,72,495,1
4180,Male,30,Moderate,Rural,139,111,591,1
4181,Male,41,Active,Urban,156,86,589,1
4182,Male,30,Moderate,Suburban,103,86,496,1
4183,Female,42,Sedentary,Urban,82,47,268,0
4184,Male,46,Active,Suburban,184,146,744,2
4185,Male,33,Moderate,Urban,146,134,486,2
4186,Female,57,Moderate,Rural,142,88,542,1
4187,Female,23,Sedentary,Suburban,88,70,428,0
4188,Female,25,Active,Rural,166,142,436,2
4189,Female,51,Moderate,Suburban,141,74,536,1
4190,Male,35,Sedentary,Rural,95,50,203,0
4191,Female,49,Active,Suburban,178,99,889,2
4192,Male,27,Active,Suburban,191,99,777,2
4193,Female,51,Moderate,Suburban,120,74,519,1
4194,Male,40,Sedentary,Urban,62,56,163,0
4195,Female,36,Sedentary,Urban,75,72,322,0
4196,Female,37,Moderate,Suburban,129,127,368,1
4197,Male,51,Moderate,Rural,108,77,339,1
4198,Male,55,Moderate,Rural,137,85,666,1
4199,Female,34,Sedentary,Suburban,71,55,212,0
4200,Male,22,Active,Urban,161,115,443,1
4201,Male,19,Moderate,Urban,110,57,502,1
4202,Male,58,Moderate,Urban,106,54,406,0
4203,Male,51,Active,Urban,166,147,749,2
4204,Female,37,Active,Rural,162,158,532,2
4205,Male,19,Sedentary,Suburban,83,57,344,0
4206,Female,45,Moderate,Suburban,140,125,624,2
4207,Male,35,Sedentary,Suburban,93,75,361,0
4208,Female,56,Active,Rural,185,153,764,2
4209,Female,52,Moderate,Urban,120,79,460,1
4210,Female,32,Sedentary,Urban,53,27,147,0
4211,Female,56,Sedentary,Rural,90,61,191,0
4212,Male,57,Active,Rural,153,116,703,2
4213,Male,56,Moderate,Suburban,103,84,415,1
4214,Female,20,Sedentary,Suburban,62,40,265,0
4215,Male,36,Sedentary,Rural,58,39,263,0
4216,Male,40,Active,Rural,150,146,572,2
4217,Female,36,Moderate,Rural,120,84,259,1
4218,Male,35,Active,Urban,174,171,488,2
4219,Male,47,Sedentary,Suburban,62,45,173,0
4220,Male,56,Moderate,Rural,129,103,312,1
4221,Male,36,Active,Rural,191,170,651,2
4222,Female,22,Moderate,Urban,141,86,358,1
4223,Female,30,Moderate,Rural,100,96,200,0
4224,Male,51,Moderate,Suburban,146,98,407,1
4225,Female,41,Sedentary,Urban,96,93,204,0
4226,Female,35,Moderate,Rural,133,127,497,1
4227,Female,21,Active,Suburban,158,129,526,2
4228,Female,53,Moderate,Suburban,122,101,554,1
4229,Male,25,Moderate,Urban,127,92,442,1
4230,Male,18,Sedentary,Suburban,56,41,113,0
4231,Male,58,Active,Urban,161,81,477,1
4232,Female,55,Moderate,Suburban,127,74,347,1
4233,Male,53,Sedentary,Rural,96,87,359,1
4234,Male,55,Sedentary,Urban,71,52,283,0
4235,Male,30,Moderate,Suburban,124,71,603,1
4236,Female,39,Moderate,Urban,147,120,482,1
4237,Male,46,Moderate,Suburban,148,82,690,1
4238,Female,26,Sedentary,Urban,76,50,344,0
4239,Female,44,Moderate,Rural,138,79,332,1
4240,Female,21,Sedentary,Urban,52,27,213,0
4241,Female,57,Active,Urban,191,118,849,2
4242,Female,34,Moderate,Rural,148,113,630,2
4243,Male,54,Active,Suburban,155,78,747,2
4244,Female,20,Active,Rural,164,129,681,2
4245,Female,21,Active,Urban,195,153,572,2
4246,Female,57,Sedentary,Rural,80,69,315,0
4247,Male,33,Sedentary,Rural,82,81,276,0
4248,Male,28,Sedentary,Urban,70,57,181,0
4249,Male,44,Sedentary,Urban,62,43,213,0
4250,Male,43,Active,Rural,168,110,759,2
4251,Female,48,Sedentary,Urban,56,52,215,0
4252,Female,51,Active,Suburban,185,162,438,2
4253,Male,25,Active,Suburban,185,142,914,2
4254,Female,56,Sedentary,Suburban,73,45,183,0
4255,Male,18,Active,Suburban,193,100,759,2
4256,Male,19,Sedentary,Rural,80,48,191,0
4257,Male,44,Active,Rural,190,99,433,1
4258,Female,20,Moderate,Rural,126,118,535,1
4259,Male,51,Sedentary,Urban,92,57,383,0
4260,Male,33,Active,Rural,166,90,557,1
4261,Female,18,Sedentary,Rural,72,53,260,0
4262,Female,24,Active,Urban,159,117,358,1
4263,Female,52,Sedentary,Urban,93,89,382,1
4264,Female,39,Moderate,Urban,142,117,650,2
4265,Female,49,Moderate,Suburban,147,91,570,1
4266,Female,43,Sedentary,Rural,93,48,439,0
4267,Male,23,Sedentary,Rural,85,47,243,0
4268,Female,28,Active,Rural,196,143,873,2
4269,Female,48,Active,Urban,173,108,782,2
4270,Female,38,Sedentary,Rural,87,77,335,0
4271,Male,39,Moderate,Suburban,145,121,336,1
4272,Female,18,Moderate,Rural,135,82,377,1
4273,Male,38,Sedentary,Rural,98,49,258,0
4274,Male,37,Active,Urban,158,154,569,2
4275,Male,26,Sedentary,Suburban,86,59,366,0
4276,Male,44,Sedentary,Rural,87,71,204,0
4277,Female,46,Moderate,Urban,134,125,577,2
4278,Female,50,Moderate,Suburban,137,120,555,1
4279,Female,18,Active,Suburban,162,137,598,2
4280,Female,20,Active,Urban,181,116,611,2
4281,Female,49,Sedentary,Urban,88,56,273,0
4282,Female,37,Sedentary,Urban,68,52,138,0
4283,Male,34,Sedentary,Urban,52,51,109,0
4284,Male,54,Sedentary,Urban,62,44,150,0
4285,Female,55,Moderate,Urban,140,79,551,1
4286,Female,27,Active,Rural,172,132,355,1
4287,Female,46,Active,Urban,177,164,371,2
4288,Female,59,Active,Urban,151,120,702,2
4289,Female,49,Active,Suburban,172,149,686,2
4290,Female,30,Moderate,Suburban,100,92,277,1
4291,Male,48,Sedentary,Suburban,61,52,135,0
4292,Male,21,Active,Urban,198,142,945,2
4293,Female,35,Active,Urban,190,143,395,2
4294,Female,28,Sedentary,Rural,83,58,405,0
4295,Female,59,Moderate,Rural,109,72,503,1
4296,Male,35,Moderate,Rural,103,57,320,0
4297,Male,58,Active,Rural,186,161,874,2
4298,Male,54,Active,Urban,188,150,728,2
4299,Male,50,Active,Suburban,184,125,720,2
4300,Male,54,Moderate,Urban,138,135,304,1
4301,Female,20,Active,Urban,184,122,683,2
4302,Female,18,Sedentary,Urban,88,58,176,0
4303,Male,36,Moderate,Urban,118,95,421,1
4304,Female,23,Moderate,Suburban,126,83,450,1
4305,Male,27,Sedentary,Suburban,92,78,365,0
4306,Male,54,Sedentary,Rural,51,38,207,0
4307,Male,29,Moderate,Urban,102,64,208,0
4308,Female,34,Active,Rural,166,121,716,2
4309,Female,44,Moderate,Suburban,142,129,361,1
4310,Female,19,Active,Suburban,166,97,377,1
4311,Female,42,Sedentary,Rural,56,37,226,0
4312,Female,45,Active,Suburban,156,124,655,2
4313,Male,54,Sedentary,Suburban,75,50,168,0
4314,Male,54,Active,Urban,175,102,411,1
4315,Male,34,Active,Urban,151,139,669,2
4316,Female,22,Sedentary,Suburban,85,76,404,0
4317,Female,36,Active,Suburban,173,154,720,2
4318,Female,21,Moderate,Rural,128,104,384,1
4319,Male,56,Active,Rural,158,93,645,2
4320,Male,55,Moderate,Suburban,136,83,501,1
4321,Male,47,Sedentary,Urban,97,83,439,1
4322,Female,49,Active,Urban,164,84,474,1
4323,Female,54,Active,Rural,190,131,619,2
4324,Male,44,Moderate,Urban,102,58,291,0
4325,Male,49,Moderate,Urban,113,90,296,1
4326,Male,59,Sedentary,Rural,90,79,187,0
4327,Male,28,Moderate,Rural,111,103,336,1
4328,Female,58,Moderate,Urban,103,85,506,1
4329,Male,30,Moderate,Rural,140,130,355,1
4330,Female,52,Active,Suburban,170,99,438,1
4331,Female,34,Active,Rural,152,134,305,1
4332,Female,47,Active,Suburban,155,133,325,1
4333,Female,35,Active,Suburban,172,126,721,2
4334,Female,54,Active,Suburban,165,85,695,2
4335,Male,47,Moderate,Rural,135,94,447,1
4336,Female,43,Moderate,Rural,149,101,420,1
4337,Male,33,Active,Rural,152,101,470,1
4338,Male,28,Active,Suburban,162,151,377,2
4339,Female,21,Sedentary,Rural,62,54,182,0
4340,Male,58,Sedentary,Urban,53,41,165,0
4341,Male,32,Moderate,Urban,146,77,327,1
4342,Male,29,Sedentary,Rural,68,63,246,0
4343,Male,44,Moderate,Suburban,140,117,563,1
4344,Female,21,Sedentary,Rural,80,75,344,0
4345,Male,52,Active,Urban,192,160,776,2
4346,Male,38,Active,Suburban,161,91,619,2
4347,Female,53,Moderate,Rural,108,106,400,1
4348,Female,19,Moderate,Rural,119,74,336,1
4349,Female,56,Moderate,Suburban,149,77,412,1
4350,Female,45,Moderate,Suburban,124,74,307,1
4351,Female,51,Sedentary,Urban,77,49,305,0
4352,Male,50,Active,Rural,177,88,740,2
4353,Female,25,Sedentary,Urban,71,55,168,0
4354,Male,25,Active,Urban,170,97,383,1
4355,Female,59,Active,Suburban,165,105,503,1
4356,Male,39,Sedentary,Rural,66,37,169,0
4357,Male,44,Moderate,Urban,141,96,463,1
4358,Female,45,Sedentary,Urban,90,76,269,0
4359,Male,28,Sedentary,Suburban,56,31,166,0
4360,Female,44,Sedentary,Rural,56,38,202,0
4361,Male,18,Active,Rural,187,180,717,2
4362,Female,56,Moderate,Urban,144,129,651,2
4363,Male,45,Active,Suburban,178,142,389,2
4364,Male,44,Sedentary,Rural,70,35,277,0
4365,Female,25,Sedentary,Rural,79,66,346,0
4366,Female,41,Active,Urban,191,124,538,2
4367,Female,57,Active,Rural,180,157,561,2
4368,Female,53,Moderate,Rural,144,102,513,1
4369,Female,41,Sedentary,Rural,90,83,349,0
4370,Female,59,Active,Rural,193,126,757,2
4371,Female,39,Active,Urban,160,115,683,2
4372,Female,27,Active,Rural,193,127,856,2
4373,Female,21,Active,Rural,189,132,565,2
4374,Female,25,Sedentary,Suburban,77,62,181,0
4375,Male,56,Moderate,Urban,118,104,446,1
4376,Male,32,Active,Rural,191,123,912,2
4377,Female,25,Active,Suburban,167,127,446,2
4378,Female,46,Moderate,Urban,123,98,371,1
4379,Male,59,Sedentary,Rural,65,49,170,0
4380,Female,56,Active,Suburban,162,148,528,2
4381,Male,52,Moderate,Urban,134,90,620,1
4382,Male,58,Moderate,Rural,108,56,474,1
4383,Male,31,Sedentary,Suburban,79,56,351,0
4384,Male,49,Moderate,Urban,131,107,583,1
4385,Male,24,Sedentary,Suburban,69,60,237,0
4386,Female,50,Moderate,Suburban,140,88,295,1
4387,Male,52,Active,Rural,175,100,495,1
4388,Female,44,Sedentary,Suburban,77,56,183,0
4389,Male,18,Moderate,Rural,140,90,684,1
4390,Male,23,Active,Rural,197,152,435,2
4391,Male,19,Moderate,Suburban,136,108,445,1
4392,Female,24,Active,Suburban,181,175,549,2
4393,Male,25,Sedentary,Suburban,73,45,361,0
4394,Male,46,Active,Suburban,150,128,671,2
4395,Female,33,Moderate,Urban,134,82,272,1
4396,Female,46,Active,Rural,180,126,478,2
4397,Male,48,Active,Suburban,174,148,500,2
4398,Male,39,Sedentary,Urban,52,47,141,0
4399,Male,27,Active,Suburban,181,137,839,2
4400,Female,21,Active,Urban,151,138,498,2
4401,Male,42,Moderate,Rural,118,78,577,1
4402,Female,30,Moderate,Suburban,110,109,510,1
4403,Male,34,Sedentary,Urban,93,90,334,1
4404,Female,57,Sedentary,Urban,69,42,232,0
4405,Female,25,Sedentary,Rural,58,54,276,0
4406,Male,40,Moderate,Suburban,100,68,202,0
4407,Male,24,Active,Suburban,188,105,725,2
4408,Female,49,Sedentary,Rural,65,44,307,0
4409,Male,41,Moderate,Rural,123,77,272,1
4410,Female,18,Moderate,Rural,128,126,631,2
4411,Female,53,Sedentary,Urban,90,58,248,0
4412,Male,44,Moderate,Urban,142,122,385,1
4413,Female,23,Active,Rural,155,100,349,1
4414,Male,59,Moderate,Suburban,132,74,440,1
4415,Female,48,Moderate,Urban,102,73,481,1
4416,Male,29,Active,Rural,194,168,599,2
4417,Male,43,Sedentary,Urban,63,60,241,0
4418,Male,42,Moderate,Urban,107,71,379,1
4419,Female,21,Active,Rural,185,97,659,2
4420,Male,23,Sedentary,Suburban,59,39,160,0
4421,Female,30,Active,Suburban,184,102,791,2
4422,Female,42,Moderate,Urban,131,113,607,1
4423,Male,48,Active,Suburban,171,141,521,2
4424,Female,39,Sedentary,Suburban,88,65,328,0
4425,Male,52,Sedentary,Rural,89,88,300,0
4426,Female,38,Sedentary,Rural,79,56,265,0
4427,Female,32,Active,Rural,197,164,636,2
4428,Male,20,Active,Suburban,169,133,473,2
4429,Male,54,Sedentary,Suburban,80,63,285,0
4430,Female,43,Sedentary,Rural,62,58,165,0
4431,Male,34,Sedentary,Suburban,63,45,204,0
4432,Male,55,Moderate,Rural,125,99,615,1
4433,Female,52,Moderate,Urban,137,122,370,1
4434,Male,58,Moderate,Urban,109,72,484,1
4435,Female,25,Sedentary,Suburban,52,48,165,0
4436,Male,28,Moderate,Suburban,105,92,330,1
4437,Male,41,Sedentary,Suburban,90,73,183,0
4438,Female,25,Active,Suburban,152,126,486,2
4439,Female,47,Sedentary,Urban,92,53,253,0
4440,Male,18,Sedentary,Rural,54,34,230,0
4441,Male,51,Moderate,Urban,107,87,396,1
4442,Female,37,Active,Rural,184,164,439,2
4443,Male,53,Active,Suburban,157,134,385,1
4444,Male,51,Active,Rural,169,90,383,1
4445,Male,51,Moderate,Rural,121,76,502,1
4446,Male,30,Moderate,Rural,133,90,440,1
4447,Female,23,Moderate,Rural,142,85,475,1
4448,Male,53,Moderate,Urban,130,108,434,1
4449,Female,42,Moderate,Suburban,111,77,271,0
4450,Female,44,Sedentary,Suburban,72,71,282,0
4451,Male,48,Active,Rural,171,131,846,2
4452,Female,20,Moderate,Suburban,129,100,506,1
4453,Male,45,Active,Urban,159,134,531,2
4454,Male,21,Moderate,Rural,141,99,375,1
4455,Female,34,Sedentary,Suburban,71,41,255,0
4456,Female,55,Active,Suburban,185,169,764,2
4457,Female,51,Moderate,Rural,106,84,293,1
4458,Male,37,Sedentary,Urban,83,42,355,0
4459,Male,30,Sedentary,Rural,56,38,206,0
4460,Male,22,Active,Rural,167,102,340,1
4461,Female,41,Moderate,Suburban,121,111,534,1
4462,Female,55,Sedentary,Suburban,83,79,207,0
4463,Female,34,Sedentary,Rural,99,88,444,1
4464,Female,48,Sedentary,Rural,65,45,253,0
4465,Female,45,Active,Suburban,190,126,661,2
4466,Male,18,Active,Rural,179,129,750,2
4467,Male,19,Moderate,Urban,131,120,314,1
4468,Female,50,Moderate,Rural,106,64,360,0
4469,Female,57,Active,Urban,161,102,390,1
4470,Female,46,Active,Rural,167,119,468,2
